# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (FRAME_SHIFT)	Count (INTRON)	Count (UPSTREAM)
hemC	hemC	mRNA	0	0	50	0	0	942	0	0	942	0	0	0	0	0	50	0	0	0	0
hemD	hemD	mRNA	0	0	50	0	0	741	0	0	741	0	0	0	0	0	50	0	0	0	0
hemE	hemE	mRNA	0	0	50	0	0	1065	0	0	1065	0	0	0	0	0	50	0	0	0	0
hemF	hemF	mRNA	0	0	50	0	0	900	0	0	900	0	0	0	0	0	50	0	0	0	0
hemG	hemG	mRNA	0	0	50	0	0	546	0	0	546	0	0	0	0	0	50	0	0	0	0
hemH	hemH	mRNA	0	0	50	0	0	963	0	0	963	0	0	0	0	0	50	0	0	0	0
hemL	hemL	mRNA	0	0	50	0	0	1281	0	0	1281	0	0	0	0	0	50	0	0	0	0
hemN	hemN	mRNA	0	0	50	0	0	1374	0	0	1374	0	0	0	0	0	50	0	0	0	0
hemX	hemX	mRNA	0	0	50	0	0	1182	0	0	1182	0	0	0	0	0	50	0	0	0	0
hemY	hemY	mRNA	0	0	50	0	0	1197	0	0	1197	0	0	0	0	0	50	0	0	0	0
hflC	hflC	mRNA	0	0	50	1	0	1005	0	0	1005	0	0	0	0	0	50	0	1	0	0
hflD	hflD	mRNA	0	0	50	0	0	642	0	0	642	0	0	0	0	0	50	0	0	0	0
hflK	hflK	mRNA	1	0	50	0	0	1260	0	0	1260	0	0	0	0	0	50	1	0	0	0
hflX	hflX	mRNA	0	0	50	1	0	1281	0	0	1281	0	0	0	0	0	50	0	1	0	0
hfq	hfq	mRNA	0	0	50	0	0	309	0	0	309	0	0	0	0	0	50	0	0	0	0
hha	hha	mRNA	0	0	50	0	0	219	0	0	219	0	0	0	0	0	50	0	0	0	0
hicA	hicA	mRNA	0	0	50	0	0	177	0	0	177	0	0	0	0	0	50	0	0	0	0
hicB	hicB	mRNA	0	0	50	0	0	417	0	0	417	0	0	0	0	0	50	0	0	0	0
higA	higA	mRNA	0	0	50	0	0	417	0	0	417	0	0	0	0	0	50	0	0	0	0
higB	higB	mRNA	0	0	50	0	0	315	0	0	315	0	0	0	0	0	50	0	0	0	0
hinT	hinT	mRNA	0	0	50	0	0	360	0	0	360	0	0	0	0	0	50	0	0	0	0
hipA	hipA	mRNA	0	0	50	0	0	1323	0	0	1323	0	0	0	0	0	50	0	0	0	0
hipB	hipB	mRNA	0	0	50	0	0	267	0	0	267	0	0	0	0	0	50	0	0	0	0
hisA	hisA	mRNA	0	0	50	0	0	738	0	0	738	0	0	0	0	0	50	0	0	0	0
hisB	hisB	mRNA	0	0	50	0	0	1068	0	0	1068	0	0	0	0	0	50	0	0	0	0
hisC	hisC	mRNA	0	0	50	0	0	1071	0	0	1071	0	0	0	0	0	50	0	0	0	0
hisD	hisD	mRNA	0	0	50	0	0	1305	0	0	1305	0	0	0	0	0	50	0	0	0	0
hisF	hisF	mRNA	0	0	50	0	0	777	0	0	777	0	0	0	0	0	50	0	0	0	0
hisG	hisG	mRNA	0	0	50	0	0	900	0	0	900	0	0	0	0	0	50	0	0	0	0
hisH	hisH	mRNA	0	0	50	0	0	591	0	0	591	0	0	0	0	0	50	0	0	0	0
hisI	hisI	mRNA	0	0	50	0	0	612	0	0	612	0	0	0	0	0	50	0	0	0	0
hisJ	hisJ	mRNA	0	0	50	0	0	783	0	0	783	0	0	0	0	0	50	0	0	0	0
hisL	hisL	mRNA	0	0	50	0	0	51	0	0	51	0	0	0	0	0	50	0	0	0	0
hisM	hisM	mRNA	0	0	50	0	0	717	0	0	717	0	0	0	0	0	50	0	0	0	0
hisP	hisP	mRNA	0	0	50	0	0	774	0	0	774	0	0	0	0	0	50	0	0	0	0
hisQ	hisQ	mRNA	0	0	50	0	0	687	0	0	687	0	0	0	0	0	50	0	0	0	0
hisR	hisR	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
hisS	hisS	mRNA	0	0	50	0	0	1275	0	0	1275	0	0	0	0	0	50	0	0	0	0
hiuH	hiuH	mRNA	0	0	50	0	0	414	0	0	414	0	0	0	0	0	50	0	0	0	0
hlyE	hlyE	mRNA	0	0	50	0	0	912	0	0	912	0	0	0	0	0	50	0	0	0	0
hmp	hmp	mRNA	0	0	50	0	0	1191	0	0	1191	0	0	0	0	0	50	0	0	0	0
hns	hns	mRNA	0	0	50	0	0	414	0	0	414	0	0	0	0	0	50	0	0	0	0
hofB	hofB	mRNA	0	0	50	0	0	1386	0	0	1386	0	0	0	0	0	50	0	0	0	0
hofC	hofC	mRNA	0	0	50	0	0	1203	0	0	1203	0	0	0	0	0	50	0	0	0	0
hofM	hofM	mRNA	0	0	50	0	0	780	0	0	780	0	0	0	0	0	50	0	0	0	0
hofN	hofN	mRNA	0	0	50	0	0	540	0	0	540	0	0	0	0	0	50	0	0	0	0
hofO	hofO	mRNA	0	0	50	0	0	441	0	0	441	0	0	0	0	0	50	0	0	0	0
hofP	hofP	mRNA	0	0	50	0	0	405	0	0	405	0	0	0	0	0	50	0	0	0	0
hofQ	hofQ	mRNA	0	0	50	0	0	1239	0	0	1239	0	0	0	0	0	50	0	0	0	0
hokA	hokA	mRNA	0	0	50	0	0	153	0	0	153	0	0	0	0	0	50	0	0	0	0
hokB	hokB	mRNA	0	0	50	0	0	150	0	0	150	0	0	0	0	0	50	0	0	0	0
hokC	hokC	mRNA	0	0	50	0	0	153	0	0	153	0	0	0	0	0	50	0	0	0	0
hokD	hokD	mRNA	0	0	50	0	0	156	0	0	156	0	0	0	0	0	50	0	0	0	0
hokE	hokE	mRNA	0	0	50	0	0	153	0	0	153	0	0	0	0	0	50	0	0	0	0
holA	holA	mRNA	0	0	50	0	0	1032	0	0	1032	0	0	0	0	0	50	0	0	0	0
holB	holB	mRNA	0	0	50	0	0	1005	0	0	1005	0	0	0	0	0	50	0	0	0	0
holC	holC	mRNA	0	0	50	0	0	444	0	0	444	0	0	0	0	0	50	0	0	0	0
holD	holD	mRNA	0	0	50	0	0	414	0	0	414	0	0	0	0	0	50	0	0	0	0
holE	holE	mRNA	0	0	50	0	0	231	0	0	231	0	0	0	0	0	50	0	0	0	0
hpf	hpf	mRNA	0	0	50	0	0	288	0	0	288	0	0	0	0	0	50	0	0	0	0
hpt	hpt	mRNA	0	0	50	0	0	537	0	0	537	0	0	0	0	0	50	0	0	0	0
hrpA	hrpA	mRNA	0	0	50	1	0	3903	0	0	3903	0	0	0	0	0	50	0	1	0	0
hrpB	hrpB	mRNA	0	0	50	0	0	2430	0	0	2430	0	0	0	0	0	50	0	0	0	0
hscA	hscA	mRNA	0	0	50	0	0	1851	0	0	1851	0	0	0	0	0	50	0	0	0	0
hscB	hscB	mRNA	0	0	50	0	0	516	0	0	516	0	0	0	0	0	50	0	0	0	0
hscC	hscC	mRNA	0	0	50	0	0	1671	0	0	1671	0	0	0	0	0	50	0	0	0	0
hsdM	hsdM	mRNA	0	0	50	0	0	1590	0	0	1590	0	0	0	0	0	50	0	0	0	0
hsdR	hsdR	mRNA	0	0	50	0	0	3513	0	0	3513	0	0	0	0	0	50	0	0	0	0
hsdS	hsdS	mRNA	0	0	50	0	0	1395	0	0	1395	0	0	0	0	0	50	0	0	0	0
hslJ	hslJ	mRNA	0	0	50	0	0	423	0	0	423	0	0	0	0	0	50	0	0	0	0
hslO	hslO	mRNA	0	0	50	0	0	879	0	0	879	0	0	0	0	0	50	0	0	0	0
hslR	hslR	mRNA	0	0	50	0	0	402	0	0	402	0	0	0	0	0	50	0	0	0	0
hslU	hslU	mRNA	0	0	50	0	0	1332	0	0	1332	0	0	0	0	0	50	0	0	0	0
hslV	hslV	mRNA	0	0	50	0	0	531	0	0	531	0	0	0	0	0	50	0	0	0	0
hspQ	hspQ	mRNA	0	0	50	0	0	318	0	0	318	0	0	0	0	0	50	0	0	0	0
hsrA	hsrA	mRNA	0	0	50	0	0	1428	0	0	1428	0	0	0	0	0	50	0	0	0	0
htpG	htpG	mRNA	0	0	50	0	0	1875	0	0	1875	0	0	0	0	0	50	0	0	0	0
htpX	htpX	mRNA	0	0	50	0	0	882	0	0	882	0	0	0	0	0	50	0	0	0	0
htrE	htrE	mRNA	0	0	50	0	0	2598	0	0	2598	0	0	0	0	0	50	0	0	0	0
hupA	hupA	mRNA	0	0	50	0	0	273	0	0	273	0	0	0	0	0	50	0	0	0	0
hupB	hupB	mRNA	0	0	50	0	0	273	0	0	273	0	0	0	0	0	50	0	0	0	0
hyaA	hyaA	mRNA	0	0	50	0	0	1119	0	0	1119	0	0	0	0	0	50	0	0	0	0
hyaB	hyaB	mRNA	0	0	50	0	0	1794	0	0	1794	0	0	0	0	0	50	0	0	0	0
hyaC	hyaC	mRNA	0	0	50	0	0	708	0	0	708	0	0	0	0	0	50	0	0	0	0
hyaD	hyaD	mRNA	0	0	50	0	0	588	0	0	588	0	0	0	0	0	50	0	0	0	0
hyaE	hyaE	mRNA	0	0	50	0	0	399	0	0	399	0	0	0	0	0	50	0	0	0	0
hyaF	hyaF	mRNA	0	0	50	0	0	858	0	0	858	0	0	0	0	0	50	0	0	0	0
hybA	hybA	mRNA	0	0	50	0	0	987	0	0	987	0	0	0	0	0	50	0	0	0	0
hybB	hybB	mRNA	0	0	50	0	0	1179	0	0	1179	0	0	0	0	0	50	0	0	0	0
hybC	hybC	mRNA	0	0	50	0	0	1704	0	0	1704	0	0	0	0	0	50	0	0	0	0
hybD	hybD	mRNA	0	0	50	0	0	495	0	0	495	0	0	0	0	0	50	0	0	0	0
hybE	hybE	mRNA	0	0	50	0	0	489	0	0	489	0	0	0	0	0	50	0	0	0	0
hybF	hybF	mRNA	0	0	50	0	0	342	0	0	342	0	0	0	0	0	50	0	0	0	0
hybG	hybG	mRNA	0	0	50	0	0	249	0	0	249	0	0	0	0	0	50	0	0	0	0
hybO	hybO	mRNA	0	0	50	0	0	1119	0	0	1119	0	0	0	0	0	50	0	0	0	0
hycA	hycA	mRNA	0	0	50	0	0	462	0	0	462	0	0	0	0	0	50	0	0	0	0
hycB	hycB	mRNA	0	0	50	0	0	612	0	0	612	0	0	0	0	0	50	0	0	0	0
hycC	hycC	mRNA	0	0	50	0	0	1827	0	0	1827	0	0	0	0	0	50	0	0	0	0
hycD	hycD	mRNA	0	0	50	0	0	924	0	0	924	0	0	0	0	0	50	0	0	0	0
hycE	hycE	mRNA	0	0	50	0	0	1710	0	0	1710	0	0	0	0	0	50	0	0	0	0
hycF	hycF	mRNA	0	0	50	0	0	543	0	0	543	0	0	0	0	0	50	0	0	0	0
hycG	hycG	mRNA	0	0	50	0	0	768	0	0	768	0	0	0	0	0	50	0	0	0	0
hycH	hycH	mRNA	0	0	50	0	0	411	0	0	411	0	0	0	0	0	50	0	0	0	0
hycI	hycI	mRNA	0	0	50	0	0	471	0	0	471	0	0	0	0	0	50	0	0	0	0
hydN	hydN	mRNA	0	0	50	0	0	528	0	0	528	0	0	0	0	0	50	0	0	0	0
hyfA	hyfA	mRNA	0	0	50	0	0	618	0	0	618	0	0	0	0	0	50	0	0	0	0
hyfB	hyfB	mRNA	0	0	50	1	0	2019	0	0	2019	0	0	0	0	0	50	0	1	0	0
hyfC	hyfC	mRNA	0	0	50	0	0	948	0	0	948	0	0	0	0	0	50	0	0	0	0
hyfD	hyfD	mRNA	0	0	50	0	0	1440	0	0	1440	0	0	0	0	0	50	0	0	0	0
hyfE	hyfE	mRNA	0	0	50	0	0	651	0	0	651	0	0	0	0	0	50	0	0	0	0
hyfF	hyfF	mRNA	0	0	50	0	0	1581	0	0	1581	0	0	0	0	0	50	0	0	0	0
hyfG	hyfG	mRNA	0	0	50	0	0	1668	0	0	1668	0	0	0	0	0	50	0	0	0	0
hyfH	hyfH	mRNA	0	0	50	0	0	546	0	0	546	0	0	0	0	0	50	0	0	0	0
hyfI	hyfI	mRNA	0	0	50	0	0	759	0	0	759	0	0	0	0	0	50	0	0	0	0
hyfJ	hyfJ	mRNA	0	0	50	0	0	414	0	0	414	0	0	0	0	0	50	0	0	0	0
hyfR	hyfR	mRNA	0	0	50	0	0	2013	0	0	2013	0	0	0	0	0	50	0	0	0	0
hyi	hyi	mRNA	0	0	50	0	0	777	0	0	777	0	0	0	0	0	50	0	0	0	0
hypA	hypA	mRNA	0	0	50	0	0	351	0	0	351	0	0	0	0	0	50	0	0	0	0
hypB	hypB	mRNA	0	0	50	0	0	873	0	0	873	0	0	0	0	0	50	0	0	0	0
hypC	hypC	mRNA	0	0	50	0	0	273	0	0	273	0	0	0	0	0	50	0	0	0	0
hypD	hypD	mRNA	0	0	50	0	0	1122	0	0	1122	0	0	0	0	0	50	0	0	0	0
hypE	hypE	mRNA	0	0	50	0	0	1011	0	0	1011	0	0	0	0	0	50	0	0	0	0
hypF	hypF	mRNA	0	0	50	0	0	2253	0	0	2253	0	0	0	0	0	50	0	0	0	0
hyuA	hyuA	mRNA	0	0	50	0	0	1386	0	0	1386	0	0	0	0	0	50	0	0	0	0
iaaA	iaaA	mRNA	0	0	50	0	0	966	0	0	966	0	0	0	0	0	50	0	0	0	0
iadA	iadA	mRNA	0	0	50	1	0	1173	1	0	1173	0	0	0	0	0	50	0	1	0	0
iap	iap	mRNA	0	0	50	0	0	1038	0	0	1038	0	0	0	0	0	50	0	0	0	0
ibpA	ibpA	mRNA	0	0	50	0	0	414	0	0	414	0	0	0	0	0	50	0	0	0	0
ibpB	ibpB	mRNA	0	0	50	0	0	429	0	0	429	0	0	0	0	0	50	0	0	0	0
ibsA	ibsA	mRNA	0	0	50	0	0	60	0	0	60	0	0	0	0	0	50	0	0	0	0
ibsB	ibsB	mRNA	0	0	50	0	0	57	0	0	57	0	0	0	0	0	50	0	0	0	0
ibsC	ibsC	mRNA	0	0	50	0	0	60	0	0	60	0	0	0	0	0	50	0	0	0	0
ibsD	ibsD	mRNA	0	0	50	0	0	60	0	0	60	0	0	0	0	0	50	0	0	0	0
ibsE	ibsE	mRNA	0	0	50	0	0	60	0	0	60	0	0	0	0	0	50	0	0	0	0
icd	icd	mRNA	0	0	50	0	0	1251	0	0	1251	0	0	0	0	0	50	0	0	0	0
iclR	iclR	mRNA	0	0	50	0	0	825	0	0	825	0	0	0	0	0	50	0	0	0	0
idi	idi	mRNA	0	0	50	0	0	549	0	0	549	0	0	0	0	0	50	0	0	0	0
idnD	idnD	mRNA	0	0	50	0	0	1032	0	0	1032	0	0	0	0	0	50	0	0	0	0
idnK	idnK	mRNA	0	0	50	0	0	564	0	0	564	0	0	0	0	0	50	0	0	0	0
idnO	idnO	mRNA	0	0	50	0	0	765	0	0	765	0	0	0	0	0	50	0	0	0	0
idnR	idnR	mRNA	0	0	50	0	0	999	0	0	999	0	0	0	0	0	50	0	0	0	0
idnT	idnT	mRNA	0	0	50	0	0	1320	0	0	1320	0	0	0	0	0	50	0	0	0	0
ihfA	ihfA	mRNA	0	0	50	0	0	300	0	0	300	0	0	0	0	0	50	0	0	0	0
ihfB	ihfB	mRNA	0	0	50	0	0	285	0	0	285	0	0	0	0	0	50	0	0	0	0
ileS	ileS	mRNA	0	0	50	0	0	2817	0	0	2817	0	0	0	0	0	50	0	0	0	0
ileT	ileT	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
ileU	ileU	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
ileV	ileV	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
ileX	ileX	tRNA	0	0	50	0	0	76	0	0	76	0	0	0	0	0	50	0	0	0	0
ileY	ileY	tRNA	0	0	50	0	0	76	0	0	76	0	0	0	0	0	50	0	0	0	0
ilvA	ilvA	mRNA	0	0	50	0	0	1545	0	0	1545	0	0	0	0	0	50	0	0	0	0
ilvB	ilvB	mRNA	0	0	50	0	0	1689	0	0	1689	0	0	0	0	0	50	0	0	0	0
ilvC	ilvC	mRNA	0	0	50	0	0	1476	0	0	1476	0	0	0	0	0	50	0	0	0	0
ilvD	ilvD	mRNA	0	0	50	0	0	1851	0	0	1851	0	0	0	0	0	50	0	0	0	0
ilvE	ilvE	mRNA	0	0	50	0	0	930	0	0	930	0	0	0	0	0	50	0	0	0	0
ilvH	ilvH	mRNA	0	0	50	0	0	492	0	0	492	0	0	0	0	0	50	0	0	0	0
ilvI	ilvI	mRNA	0	0	50	0	0	1725	0	0	1725	0	0	0	0	0	50	0	0	0	0
ilvL	ilvL	mRNA	0	0	50	0	0	99	0	0	99	0	0	0	0	0	50	0	0	0	0
ilvM	ilvM	mRNA	0	0	50	0	0	264	0	0	264	0	0	0	0	0	50	0	0	0	0
ilvN	ilvN	mRNA	0	0	50	0	0	291	0	0	291	0	0	0	0	0	50	0	0	0	0
ilvX	ilvX	mRNA	0	0	50	0	0	51	0	0	51	0	0	0	0	0	50	0	0	0	0
ilvY	ilvY	mRNA	0	0	50	0	0	894	0	0	894	0	0	0	0	0	50	0	0	0	0
inaA	inaA	mRNA	0	0	50	0	0	651	0	0	651	0	0	0	0	0	50	0	0	0	0
infA	infA	mRNA	0	0	50	0	0	219	0	0	219	0	0	0	0	0	50	0	0	0	0
infB	infB	mRNA	0	0	50	0	0	2673	0	0	2673	0	0	0	0	0	50	0	0	0	0
infC	infC	mRNA	0	0	50	0	0	543	0	0	543	0	0	0	0	0	50	0	0	0	0
insA	insA	mRNA	0	0	50	0	0	1932	46	0	4496593	46	0	4494661	0	0	50	0	0	46	0
insB	insB	mRNA	0	0	50	0	0	3024	57	0	3562393	57	0	3559369	0	0	50	0	0	57	0
insC	insC	mRNA	0	0	50	0	0	2196	0	0	4116086	0	0	4113890	0	0	50	0	0	0	0
insD	insD	mRNA	0	0	50	0	0	5436	0	0	4116626	0	0	4111190	0	0	50	0	0	0	0
insE	insE	mRNA	0	0	50	0	0	1500	0	0	1854045	0	0	1852545	0	0	50	0	0	0	0
insF	insF	mRNA	0	0	50	0	0	4335	0	0	1854612	0	0	1850277	0	0	50	0	0	0	0
insG	insG	mRNA	0	0	50	0	0	1329	0	0	1329	0	0	0	0	0	50	0	0	0	0
insH	insH	mRNA	0	0	50	0	0	11151	0	0	3377897	0	0	3366746	0	0	50	0	0	0	0
insI	insI	mRNA	0	0	50	0	0	3456	0	0	4236814	0	0	4233358	0	0	50	0	0	0	0
insJ	insJ	mRNA	0	0	50	0	0	522	0	0	522	0	0	0	0	0	50	0	0	0	0
insK	insK	mRNA	0	0	50	0	0	852	0	0	852	0	0	0	0	0	50	0	0	0	0
insL	insL	mRNA	0	0	50	0	0	3339	135	0	2498021	135	0	2494682	0	0	50	0	0	135	0
insQ	insQ	mRNA	0	0	50	0	0	1149	0	0	1149	0	0	0	0	0	50	0	0	0	0
intA	intA	mRNA	0	0	50	0	0	1242	0	0	1242	0	0	0	0	0	50	0	0	0	0
intD	intD	mRNA	0	0	50	0	0	1164	0	0	1164	0	0	0	0	0	50	0	0	0	0
intE	intE	mRNA	0	0	50	0	0	1128	0	0	1128	0	0	0	0	0	50	0	0	0	0
intF	intF	mRNA	0	0	50	0	0	1401	0	0	1401	0	0	0	0	0	50	0	0	0	0
intR	intR	mRNA	0	0	50	0	0	1236	0	0	1236	0	0	0	0	0	50	0	0	0	0
intS	intS	mRNA	0	0	50	0	0	1158	0	0	1158	0	0	0	0	0	50	0	0	0	0
intZ	intZ	mRNA	0	0	50	0	0	1209	0	0	1209	0	0	0	0	0	50	0	0	0	0
iraD	iraD	mRNA	0	0	50	0	0	393	0	0	393	0	0	0	0	0	50	0	0	0	0
iraM	iraM	mRNA	0	0	50	0	0	324	0	0	324	0	0	0	0	0	50	0	0	0	0
iraP	iraP	mRNA	0	0	50	0	0	261	0	0	261	0	0	0	0	0	50	0	0	0	0
iscA	iscA	mRNA	0	0	50	0	0	324	0	0	324	0	0	0	0	0	50	0	0	0	0
iscR	iscR	mRNA	0	0	50	0	0	489	0	0	489	0	0	0	0	0	50	0	0	0	0
iscS	iscS	mRNA	0	0	50	0	0	1215	0	0	1215	0	0	0	0	0	50	0	0	0	0
iscU	iscU	mRNA	0	0	50	0	0	387	0	0	387	0	0	0	0	0	50	0	0	0	0
iscX	iscX	mRNA	0	0	50	0	0	201	0	0	201	0	0	0	0	0	50	0	0	0	0
ispA	ispA	mRNA	0	0	50	0	0	900	0	0	900	0	0	0	0	0	50	0	0	0	0
ispB	ispB	mRNA	0	0	50	0	0	972	0	0	972	0	0	0	0	0	50	0	0	0	0
ispD	ispD	mRNA	0	0	50	0	0	711	0	0	711	0	0	0	0	0	50	0	0	0	0
ispE	ispE	mRNA	0	0	50	0	0	852	0	0	852	0	0	0	0	0	50	0	0	0	0
ispF	ispF	mRNA	0	0	50	0	0	480	0	0	480	0	0	0	0	0	50	0	0	0	0
ispG	ispG	mRNA	0	0	50	0	0	1119	0	0	1119	0	0	0	0	0	50	0	0	0	0
ispH	ispH	mRNA	0	0	50	0	0	951	0	0	951	0	0	0	0	0	50	0	0	0	0
ispU	ispU	mRNA	0	0	50	0	0	762	0	0	762	0	0	0	0	0	50	0	0	0	0
isrA	isrA	ncRNA	0	0	50	0	0	158	0	0	158	0	0	0	0	0	50	0	0	0	0
isrC	isrC	ncRNA	0	0	50	0	0	204	0	0	204	0	0	0	0	0	50	0	0	0	0
istR	istR	ncRNA	0	0	50	0	0	140	0	0	140	0	0	0	0	0	50	0	0	0	0
ivbL	ivbL	mRNA	0	0	50	0	0	99	0	0	99	0	0	0	0	0	50	0	0	0	0
ivy	ivy	mRNA	0	0	50	0	0	474	0	0	474	0	0	0	0	0	50	0	0	0	0
katE	katE	mRNA	0	0	50	1	0	2262	0	0	2262	0	0	0	0	0	50	0	1	0	0
katG	katG	mRNA	0	0	50	0	0	2181	0	0	2181	0	0	0	0	0	50	0	0	0	0
kbaY	kbaY	mRNA	0	0	50	0	0	861	0	0	861	0	0	0	0	0	50	0	0	0	0
kbaZ	kbaZ	mRNA	0	0	50	0	0	1281	0	0	1281	0	0	0	0	0	50	0	0	0	0
kbl	kbl	mRNA	0	0	50	0	0	1197	0	0	1197	0	0	0	0	0	50	0	0	0	0
kch	kch	mRNA	0	0	50	0	0	1254	0	0	1254	0	0	0	0	0	50	0	0	0	0
kdgK	kdgK	mRNA	0	0	50	0	0	930	0	0	930	0	0	0	0	0	50	0	0	0	0
kdgR	kdgR	mRNA	0	0	50	0	0	792	0	0	792	0	0	0	0	0	50	0	0	0	0
kdgT	kdgT	mRNA	0	0	50	0	0	984	0	0	984	0	0	0	0	0	50	0	0	0	0
kdpA	kdpA	mRNA	0	0	50	0	0	1674	0	0	1674	0	0	0	0	0	50	0	0	0	0
kdpB	kdpB	mRNA	0	0	50	0	0	2049	0	0	2049	0	0	0	0	0	50	0	0	0	0
kdpC	kdpC	mRNA	0	0	50	0	0	573	0	0	573	0	0	0	0	0	50	0	0	0	0
kdpD	kdpD	mRNA	0	0	50	0	0	2685	0	0	2685	0	0	0	0	0	50	0	0	0	0
kdpE	kdpE	mRNA	0	0	50	0	0	678	0	0	678	0	0	0	0	0	50	0	0	0	0
kdpF	kdpF	mRNA	0	0	50	0	0	90	0	0	90	0	0	0	0	0	50	0	0	0	0
kdsA	kdsA	mRNA	0	0	50	0	0	855	0	0	855	0	0	0	0	0	50	0	0	0	0
kdsB	kdsB	mRNA	0	0	50	0	0	747	0	0	747	0	0	0	0	0	50	0	0	0	0
kdsC	kdsC	mRNA	0	0	50	0	0	567	0	0	567	0	0	0	0	0	50	0	0	0	0
kdsD	kdsD	mRNA	0	0	50	0	0	987	0	0	987	0	0	0	0	0	50	0	0	0	0
kduD	kduD	mRNA	0	0	50	0	0	762	0	0	762	0	0	0	0	0	50	0	0	0	0
kduI	kduI	mRNA	0	0	50	0	0	837	0	0	837	0	0	0	0	0	50	0	0	0	0
kefA	kefA	mRNA	0	0	50	0	0	3363	0	0	3363	0	0	0	0	0	50	0	0	0	0
kefB	kefB	mRNA	0	0	50	0	0	1806	0	0	1806	0	0	0	0	0	50	0	0	0	0
kefC	kefC	mRNA	0	0	50	0	0	1863	0	0	1863	0	0	0	0	0	50	0	0	0	0
kefF	kefF	mRNA	0	0	50	0	0	531	0	0	531	0	0	0	0	0	50	0	0	0	0
kefG	kefG	mRNA	0	0	50	0	0	555	0	0	555	0	0	0	0	0	50	0	0	0	0
kgtP	kgtP	mRNA	0	0	50	0	0	1299	0	0	1299	0	0	0	0	0	50	0	0	0	0
kilR	kilR	mRNA	0	0	50	0	0	222	0	0	222	0	0	0	0	0	50	0	0	0	0
kptA	kptA	mRNA	0	0	50	0	0	555	0	0	555	0	0	0	0	0	50	0	0	0	0
kup	kup	mRNA	0	0	50	0	0	1869	0	0	1869	0	0	0	0	0	50	0	0	0	0
lacA	lacA	mRNA	0	0	50	0	0	612	0	0	612	0	0	0	0	0	50	0	0	0	0
lacI	lacI	mRNA	0	0	50	0	0	1083	0	0	1083	0	0	0	0	0	50	0	0	0	0
lacY	lacY	mRNA	0	0	50	0	0	1254	0	0	1254	0	0	0	0	0	50	0	0	0	0
lacZ	lacZ	mRNA	0	0	50	0	0	3075	0	0	3075	0	0	0	0	0	50	0	0	0	0
lamB	lamB	mRNA	0	0	50	0	0	1341	0	0	1341	0	0	0	0	0	50	0	0	0	0
ldcA	ldcA	mRNA	0	0	50	0	0	915	0	0	915	0	0	0	0	0	50	0	0	0	0
ldcC	ldcC	mRNA	0	0	50	0	0	2142	0	0	2142	0	0	0	0	0	50	0	0	0	0
ldhA	ldhA	mRNA	0	0	50	1	0	990	0	0	990	0	0	0	0	0	50	0	1	0	0
ldrA	ldrA	mRNA	0	0	50	0	0	108	0	0	108	0	0	0	0	0	50	0	0	0	0
ldrB	ldrB	mRNA	0	0	50	0	0	108	0	0	108	0	0	0	0	0	50	0	0	0	0
ldrC	ldrC	mRNA	0	0	50	0	0	108	0	0	108	0	0	0	0	0	50	0	0	0	0
ldrD	ldrD	mRNA	0	0	50	0	0	108	0	0	108	0	0	0	0	0	50	0	0	0	0
lepA	lepA	mRNA	0	0	50	0	0	1800	0	0	1800	0	0	0	0	0	50	0	0	0	0
lepB	lepB	mRNA	0	0	50	0	0	975	0	0	975	0	0	0	0	0	50	0	0	0	0
leuA	leuA	mRNA	0	0	50	0	0	1572	0	0	1572	0	0	0	0	0	50	0	0	0	0
leuB	leuB	mRNA	0	0	50	0	0	1092	0	0	1092	0	0	0	0	0	50	0	0	0	0
leuC	leuC	mRNA	0	0	50	0	0	1401	0	0	1401	0	0	0	0	0	50	0	0	0	0
leuD	leuD	mRNA	0	0	50	0	0	606	0	0	606	0	0	0	0	0	50	0	0	0	0
leuE	leuE	mRNA	0	0	50	0	0	639	0	0	639	0	0	0	0	0	50	0	0	0	0
leuL	leuL	mRNA	0	0	50	0	0	87	0	0	87	0	0	0	0	0	50	0	0	0	0
leuO	leuO	mRNA	0	0	50	0	0	945	0	0	945	0	0	0	0	0	50	0	0	0	0
leuP	leuP	tRNA	0	0	50	1	0	87	-43	0	87	0	0	0	1	0	50	0	1	0	1
leuQ	leuQ	tRNA	0	0	50	1	0	87	0	0	87	0	0	0	0	0	50	0	1	0	0
leuS	leuS	mRNA	0	0	50	0	0	2583	0	0	2583	0	0	0	0	0	50	0	0	0	0
leuT	leuT	tRNA	0	0	50	0	0	87	0	0	87	0	0	0	0	0	50	0	0	0	0
leuU	leuU	tRNA	0	0	50	0	0	87	0	0	87	0	0	0	0	0	50	0	0	0	0
